,w1,w2,ground_truth,prediction
2416,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods_hotels_and_restaurants,equals_gross_domestic_product,0.0,0.0
2417,guatemala,aruba,0.0,0.0
2418,nm,new mexico,1.0,0.0
2419,rwanda,vanuatu,0.0,0.0
2420,mwi,alb,0.0,0.0
2421,ud,md,0.0,0.0
2422,u-ph3,office 2/f,0.0,0.0
2423,flusher,recycling - pilot,0.0,0.0
2424,ak,alaska,1.0,0.0
2425,sumner,sabin,0.0,0.0
2426,massachusetts,texas,0.0,0.0
2427,underserved (non-lebanese),solar electric fence,0.0,0.0
2428,web technology,web & new technology,1.0,1.0
2429,honduras,panama,0.0,0.0
2430,pets & animals,religion & beliefs,0.0,0.0
2431,cu,5x,0.0,0.0
2432,liquor laws,runaway,0.0,0.0
2433,uah,xof,0.0,0.0
2434,burglary,duii,0.0,0.0
2435,embezzlement,runaway,0.0,0.0
2436,le castellet,new jersey,0.0,0.0
2437,sp,301,0.0,0.0
2438,south sudan,zambia,0.0,0.0
2439,sd,al,0.0,0.0
2440,ground,rock,0.0,0.0
2441,madison south,laurelhurst,0.0,0.0
2442,grenada,japan,0.0,0.0
2443,28/10/2011,11/01/2013,0.0,0.0
2444,white,native hawaiian or other pacific islander,0.0,0.0
2445,centre-nord,centre-nord,1.0,1.0
2446,nv,mt,0.0,0.0
2447,viognier-valdiguié,vital,0.0,0.0
2448,rand,rand,1.0,1.0
2449,17,"19,20,21",0.0,0.0
2450,me,8s,0.0,0.0
2451,k.2,d.1,0.0,0.0
2452,home,homes,1.0,1.0
2453,"durham, nc 27709","durham, nc",1.0,1.0
2454,officer_of,registered_address,0.0,0.0
2455,greece,12,0.0,0.0
2456,mlbr,wcrk,0.0,0.0
2457,ca-dvbe ca-mb ca-sb ca-sbe sb sbasdb sdvosb,dbe mbe sb,0.0,0.0
2458,lemnos,limnos,1.0,0.0
2459,intact male cat,unknown cat,0.0,0.0
2460,gresham - a.s.e.r.t.,homestead,0.0,0.0
2461,dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer,host/commentator,0.0,0.0
2462,hobsons bay city council,whitehorse city council,0.0,0.0
2463,layer 2 down,layer 3 down,0.0,1.0
2464,bermuda,malaysia,0.0,0.0
2465,872,800,0.0,0.0
2466,120,850,0.0,0.0
2467,cols,hayw,0.0,0.0
2468,associate,associate,1.0,1.0
2469,q03,m02,0.0,0.0
2470,soul food,german,0.0,0.0
2471,44,"6,25",0.0,0.0
2472,special counsel,special counsel,1.0,1.0
2473,cocker spaniel cross,cocker spaniel cross,1.0,1.0
2474,"falls church, va","falls church, va 22042",1.0,1.0
2475,annual (boulder b-cycle),try before you buy special,0.0,0.0
2476,520,860,0.0,0.0
2477,houston,portland,0.0,0.0
2478,embr,wspr,0.0,0.0
2479,oman,panama,0.0,0.0
2480,zimbabwe,somalia,0.0,0.0
2481,houston film critics society awards,london critics circle film awards,0.0,0.0
2482,south dakota,sd,1.0,0.0
2483,sr,lr,0.0,0.0
2484,fiber,satellite,0.0,0.0
2485,nac,cym,0.0,0.0
2486,008v,331,0.0,0.0
2487,japan,germany,0.0,0.0
2488,legal advisory services,data processing services,0.0,0.0
2489,local_10,local_11,0.0,0.0
2490,19,13,0.0,0.0
2491,cully,hillsdale,0.0,0.0
2492,park theatre,park theater,1.0,1.0
2493,solar refrigerator,kiva city newark,0.0,0.0
2494,accounting and auditing servicesbusiness services - otherfinancial services,accounting and auditing services business services - other financial services,1.0,1.0
2495,gross_domestic_product_gdp,final_consumption_expenditure,0.0,0.0
2496,pz,rw,0.0,0.0
2497,soups & sandwiches,asian,0.0,0.0
2498,coliseum theater,coliseum theatre,1.0,1.0
2499,mexico,china,0.0,0.0
2500,local_04,local_08,0.0,0.0
2501,medium,non-emergency,0.0,0.0
2502,ap,aa,0.0,0.0
2503,q21corecompperfopt,q28lovehaskell,0.0,0.0
2504,drugs,fraud,0.0,0.0
2505,togo,brazil,0.0,0.0
2506,bucaramanga,costa rica taxi sedán,0.0,0.0
2507,mus,khm,0.0,0.0
2508,"19,20",12,0.0,0.0
2509,chile,peru,0.0,0.0
2510,bol,bol,1.0,1.0
2511,651,712,0.0,0.0
2512,soroptimist-sanfrancisco,san-francisco-healthcare-3d-printing-meetup,0.0,0.0
2513,981,204,0.0,0.0
2514,q8joblevel,q12jobcritworklifebal,0.0,0.0
2515,ny,new york,1.0,0.0
2516,bmu;hkg;sgp,bmu;che;usa,0.0,0.0
2517,vt,dc,0.0,0.0
2518,colm,ucty,0.0,0.0
2519,domestic mediumhair,domestic shorthair/maine coon,0.0,0.0
2520,antigua and barbuda,kyrgyzstan,0.0,0.0
2521,sonoma,sierra foothills,0.0,0.0
2522,attorney & general counsel,attorney &general counsel,1.0,1.0
2523,gresham - rockwood group,st johns,0.0,0.0
2524,geospatial,aerospace,0.0,0.0
2525,denmark,brazil,0.0,0.0
2526,south dakota,sd,1.0,0.0
2527,paraguay,el salvador,0.0,0.0
2528,professional_scientific_technical_administrative_and_support_service_activities,administrative_and_support_service_activities,0.0,0.0
2529,miami beach theater,miami beach auditorium,1.0,0.0
2530,public utilities and public sector related services,national defense and public order and security and safety services,0.0,0.0
2531,south africa,switzerland,0.0,0.0
2532,hawaii,wisconsin,0.0,0.0
2533,germany,swaziland,0.0,0.0
2534,japan,kuwait,0.0,0.0
2535,travis county,bergen county,0.0,0.0
2536,vgb,pre,0.0,0.0
2537,mozambique,philippines,0.0,0.0
2538,dkk,aud,0.0,0.0
2539,aa,ap,0.0,0.0
2540,us,croatia,0.0,0.0
2541,belize,cuba,0.0,0.0
2542,tun,lva,0.0,0.0
2543,crstn-kenilwth,ardenwald,0.0,0.0
2544,de,se,0.0,0.0
2545,lebanon,romania,0.0,0.0
2546,most plan members covered by social security (each participating district decides their own ss participation).,most plan members covered by social security (each participating county or district decides their own ss participation).,0.0,0.0
2547,zimbabwe,sudan,0.0,0.0
2548,attorney of file,attorney of file,1.0,1.0
2549,individual consumption expenditure of households,individual consumption expenditure of non-profit institutions serving households (npishs),0.0,1.0
2550,oakl,mcar,0.0,0.0
2551,malbec-cabernet sauvignon,karalahna,0.0,0.0
2552,blz,sur,0.0,0.0
2553,wv,pa,0.0,0.0
2554,890,22,0.0,0.0
2555,21,"1,14",0.0,0.0
2556,new hampshire,vermont,0.0,0.0
2557,monash city council,bayside city council,0.0,0.0
2558,z11,r2y1,0.0,0.0
2559,"integrated household survey (ihs), 2014","expenditure survey/budget survey (es/bs), 2009",0.0,0.0
2560,northwest hts,arbor lodge,0.0,0.0
2561,srd,cop,0.0,0.0
2562,sahor,isr,0.0,0.0
2563,op,sh,0.0,0.0
2564,french bulldog x,french bull dog x,1.0,1.0
2565,central africa,uruguay,0.0,0.0
2566,ne,nebraska,1.0,1.0
2567,spain,israel,0.0,0.0
2568,beige/gold,beige & golden,1.0,0.0
2569,cement and other mineral products machine operators,housekeepers and related workers,0.0,0.0
2570,dog play area,ball field,0.0,0.0
2571,durham lead,durham lead,1.0,1.0
2572,tt,ax,0.0,0.0
2573,ireland,cuba,0.0,0.0
2574,oregon other,long island,0.0,0.0
2575,bridlemile,sylvan-highlnds,0.0,0.0
2576,pq,pk,0.0,0.0
2577,15,"6,77",0.0,0.0
2578,san francisco,chicago park,0.0,0.0
2579,maine,new jersey,0.0,0.0
2580,"milwaukee, wi","milwaukee, wi 53224",1.0,1.0
2581,lone mountain/usf,mclaren park,0.0,0.0
2582,eastern victoria,southern metropolitan,0.0,0.0
2583,2,"4,5",0.0,0.0
2584,gnb,mex,0.0,0.0
2585,burkina faso,maldives,0.0,0.0
2586,partner/attorney,partner / attorney,1.0,1.0
2587,netherlands,thailand,0.0,0.0
2588,new york,"new york,",1.0,1.0
2589,day care home gt 12,prkng garage/private,0.0,0.0
2590,bulgaria,sudan,0.0,0.0
2591,county,village,0.0,0.0
2592,00694-4196,00780-0823,0.0,0.0
2593,mn,ia,0.0,0.0
2594,00765-4005,00733-4134,0.0,0.0
2595,finland,new zealand,0.0,0.0
2596,tennessee,new york,0.0,0.0
2597,e columbia,mt tabor,0.0,0.0
2598,nashville-davidson,fairfax,0.0,0.0
2599,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,0.0,1.0
2600,guinea-bissau,republic of congo,0.0,0.0
2601,b.8g,p.5,0.0,0.0
2602,requinoa,philadelphia,0.0,0.0
2603,beaverton sexton mtn,downtown,0.0,0.0
2604,harmonica,drum,0.0,0.0
2605,specialty chemicals,internet software & services,0.0,0.0
2606,slovak koruna,slovak koruna,1.0,1.0
2607,"9,10,11","9,10",0.0,0.0
2608,shizuoka stadium ecopa,parkstadion,0.0,0.0
2609,equals_net_lending_net_borrowing_of_the_nation,less_acquisitions_less_disposals_of_non_produced_non_financial_assets,0.0,0.0
2610,malaysian,brazilian,0.0,0.0
2611,thenailab,bongohive,0.0,0.0
2612,tres de marzo,stade olympique,0.0,0.0
2613,moldova,rwanda,0.0,0.0
2614,centre-est,centre-est,1.0,1.0
2615,managing partner - new york,managing partner - new york,1.0,1.0
2616,"wilmington, de","wilmington, de 19803",1.0,1.0
2617,rwa,rwa,1.0,1.0
2618,insurance; accounting and auditing services; financial services,insuranceaccounting and auditing servicesfinancial services,1.0,1.0
2619,dj,lb,0.0,0.0
2620,high school,associate's,0.0,0.0
2621,pk,cm,0.0,0.0
2622,lakes,lake,1.0,1.0
2623,street cleaning-downtown,bulk,0.0,0.0
2624,ncon,shay,0.0,0.0
2625,20,footnote_seqid,0.0,0.0
2626,motor vehicle theft,stolen property,0.0,0.0
2627,larceny,arson,0.0,0.0
2628,media digital creative jobs,hr jobs,0.0,0.0
2629,beige & cream,beige/cream,1.0,1.0
2630,ssd,emu,0.0,0.0
2631,cocker spaniel cross,cocker spaniel cross,1.0,1.0
2632,gabon,sweden,0.0,0.0
2633,georgia,kyrgyzstan,0.0,0.0
2634,estonia,belgium,0.0,0.0
2635,syrian arab republic,greenland,0.0,0.0
2636,south carolina,sc,1.0,0.0
2637,dallas grand prix,korean grand prix,0.0,0.0
2638,laurelhurst,northwest,0.0,0.0
2639,integrated oil & gas,airlines,0.0,0.0
2640,mexico,tajikistan,0.0,0.0
2641,panama,state of palestine,0.0,0.0
2642,"city of industry, ca","city of industry, ca 91744",1.0,1.0
2643,i-no class,b-no class,0.0,0.0
2644,hotels and lodging restaurant/food services other/not classified,hotels and lodgingrestaurant/food servicesother/not classified,1.0,1.0
2645,alaska,minnesota,0.0,0.0
2646,niger,botswana,0.0,0.0
2647,16f,06b,0.0,0.0
2648,cote d'ivoire,madagascar,0.0,0.0
2649,domestic shorthair/abyssinian,munchkin longhair,0.0,0.0
2650,"cincinnati, oh","cincinnati, oh 45246",1.0,1.0
2651,sable/black,black/sable,1.0,1.0
2652,fashion design,fashion designers,1.0,1.0
2653,vt,hi,0.0,0.0
2654,member,member,1.0,1.0
2655,kentucky,tennessee,0.0,0.0
2656,doctorate,bachelor's,0.0,0.0
2657,layer 1 up,layer 3 up,0.0,0.0
2658,ko,ir,0.0,0.0
2659,"attorney, casa las americas immigration solutions,",attorney at casa las americas immigration solution,1.0,1.0
2660,central african republic,france,0.0,0.0
2661,npaw2_2,mth2_0,0.0,0.0
2662,r2z4,r1x6,0.0,0.0
2663,aerospace and defensegovernment and military,aerospace and defense; government and military,1.0,1.0
2664,jo,ms,0.0,0.0
2665,oboe d'amore,actor,0.0,0.0
2666,arnold creek,woodland park,0.0,0.0
2667,south africa,angola/cabinda,0.0,0.0
2668,pakistani,peruvian,0.0,0.0
2669,10,830,0.0,0.0
2670,automobile sales,public assmbly other,0.0,0.0
2671,spielburg,valencia,0.0,0.0
2672,collie rough cross,collie (rough) cross,1.0,1.0
2673,zmb,zmb,1.0,1.0
2674,wisconsin,wi,1.0,1.0
2675,visitacion valley,potrero hill,0.0,0.0
2676,la pontaise,stadio olimpico,0.0,0.0
2677,ma,sz,0.0,0.0
2678,"child support services, department of","coastal conservancy, state",0.0,0.0
2679,grey/brown,brown/grey,1.0,1.0
2680,eritrea,zimbabwe,0.0,0.0
2681,portuguese grand prix,monaco grand prix,0.0,0.0
2682,kidnap,stolen property,0.0,0.0
2683,z10,w09,0.0,0.0
2684,germany,mexico,0.0,0.0
2685,hawaii,hi,1.0,0.0
2686,gambling,duii,0.0,0.0
2687,silver & white,silver/white,1.0,1.0
2688,services,transportation,0.0,0.0
2689,visa specialist,visa specialist,1.0,1.0
2690,expense_otherdeductions,contrib_other,0.0,0.0
2691,300,110,0.0,0.0
2692,manna,dutch,0.0,0.0
2693,152,901,0.0,0.0
2694,eastmoreland,arlington hghts,0.0,0.0
2695,lincoln square theatre,lincoln square,1.0,0.0
2696,bdi,mda,0.0,0.0
2697,other,not listed/not applicable,0.0,0.0
2698,mali,comoros,0.0,0.0
2699,angola,"micronesia, federated states of",0.0,0.0
2700,legal representative,legal representative,1.0,1.0
2701,ba,ph,0.0,0.0
2702,10,"2,6",0.0,0.0
2703,engineering and engineering trades programs,engineering and engineering trades programs,1.0,1.0
2704,repositioning,layer 2 down,0.0,0.0
2705,omaha,los angeles county,0.0,0.0
2706,russia,hungary,0.0,0.0
2707,mean,crude prevalence,0.0,0.0
2708,multnomah,hillside,0.0,0.0
2709,ne,nebraska,1.0,1.0
2710,annual plus,24-hour-online (austin b-cycle),0.0,0.0
2711,pittsburg,denver,0.0,0.0
2712,disorderly conduct,vandalism,0.0,0.0
2713,equatorial guinea,mozambique,0.0,0.0
2714,nc,north carolina,1.0,0.0
2715,b-identifier,b-multiple,0.0,0.0
2716,tkm,ukr,0.0,0.0
2717,virgin islands,vi,1.0,0.0
2718,soviet union,st vincent,0.0,0.0
2719,colorado,south dakota,0.0,0.0
2720,t24,no,0.0,0.0
2721,"9,10","16,22",0.0,0.0
2722,sunderland,genoa,0.0,0.0
2723,gt,be,0.0,0.0
2724,human resources,hr,1.0,0.0
2725,united arab emirates,east asia & pacific (excluding high income),0.0,0.0
2726,equals_gross_domestic_product,accommodation_and_food_service_activities,0.0,0.0
2727,refers to gross domestic product.,includes private households with employed persons (t) of isic rev. 4,0.0,0.0
2728,new zealand,finland,0.0,0.0
2729,mw2171.codfw.wmnet,heptu web server,0.0,0.0
2730,extinct,vulnerable,0.0,0.0
2731,washington other,finger lakes,0.0,0.0
2732,t28,sh,0.0,0.0
2733,netherlands,uruguay,0.0,0.0
2734,napa-sonoma,oregon other,0.0,0.0
2735,fiscal year,pv of other benefits,0.0,0.0
2736,beaumont-wilshr,mt scott-arleta,0.0,0.0
2737,reproductive health,cardiovascular disease,0.0,0.0
2738,burglary,trespass,0.0,0.0
2739,myanmar,lesotho,0.0,0.0
2740,agricultural or industrial machinery mechanics and fitters,general managers/managing proprietors in construction,0.0,0.0
2741,1,951,0.0,0.0
2742,hispanic,female,0.0,0.0
2743,nob hill,pacific heights,0.0,0.0
2744,portugal,austria,0.0,0.0
2745,idx,mne,0.0,0.0
2746,insuranceaccounting and auditing servicesfinancial services,insurance; accounting and auditing services; financial services,1.0,1.0
2747,swz,hrv,0.0,0.0
2748,iowa,north carolina,0.0,0.0
2749,energy and utilities; engineering services,energy and utilities engineering services,1.0,1.0
2750,gross_capital_formation,exports_of_goods_and_services,0.0,0.0
2751,keyboard,persian kamancheh,0.0,0.0
2752,fl,sd,0.0,0.0
2753,vnm,tha,0.0,0.0
2754,tn,tennessee,1.0,0.0
2755,board of state and community corrections,governor's office,0.0,0.0
2756,new york,district of columbia,0.0,0.0
2757,texas,mississippi,0.0,0.0
2758,fishing_and_aquaculture_03,mining_and_quarrying_b,0.0,0.0
2759,nebraska,montana,0.0,0.0
2760,pageon,pangeon,1.0,0.0
2761,4,papua new guinea,0.0,0.0
2762,x16b,x12b,0.0,0.0
2763,puerto rico,pr,1.0,0.0
2764,872,352,0.0,0.0
2765,maldives,armenia,0.0,0.0
2766,il,mo,0.0,0.0
2767,social studies,"pharmaceuticals, medical products",0.0,0.0
2768,other,emergency acquisition for the protection of the public,0.0,0.0
2769,all other personal services,food (health) supplement stores,0.0,0.0
2770,oklahoma,ok,1.0,1.0
2771,oklahoma,indiana,0.0,0.0
2772,"53,54,55","22,111",0.0,0.0
2773,bowled,lbw,0.0,0.0
2774,european culture,european languages & culture,1.0,0.0
2775,fairy,dark,0.0,0.0
2776,e_tcash2,spr,0.0,0.0
2777,congo,barbados,0.0,0.0
2778,"promoters of performing arts, sports, and similar events",electric lamp bulb and part manufacturing,0.0,0.0
2779,bra,bra,1.0,1.0
2780,prison industry authority (pia),transportation management unit (tmu),0.0,0.0
2781,mining-plant operators,farm technicians,0.0,0.0
2782,printing services,memberships,0.0,0.0
2783,aerospace & defense,personal products,0.0,0.0
2784,"alcohol and drug programs, department of","peace officer standards and training, commission on",0.0,0.0
2785,ca,ia,0.0,0.0
2786,field id by non-expert from video,field id by non-expert from video,1.0,1.0
2787,executive director,executive director,1.0,1.0
2788,pre-permit (non-operational) / compliance inspection,pre-permit (operational) / re-inspection,0.0,0.0
2789,chn,cmr,0.0,0.0
2790,ceb,mli,0.0,0.0
2791,swaziland,samoa,0.0,0.0
2792,storage shed,chemical processing,0.0,0.0
2793,isr,sahor,0.0,0.0
2794,de,md,0.0,0.0
2795,domestic_liabilities,balance_of_payments_volume_of_imports,0.0,0.0
2796,pr,puerto rico,1.0,0.0
2797,eg,g,0.0,0.0
2798,malaysia,zambia,0.0,0.0
2799,dark,steel,0.0,0.0
2800,nok,sek,0.0,0.0
2801,iraq,belize,0.0,0.0
2802,"white, non-hispanic","black, non-hispanic",0.0,0.0
2803,washington,carneros-napa valley,0.0,0.0
2804,a1050000000vt3z,a1050000004dc9c,0.0,0.0
2805,26,"11,12",0.0,0.0
2806,"54,55","8,27",0.0,0.0
2807,contrib_other,expense_otherdeductions,0.0,0.0
2808,iran (islamic republic of),kuwait,0.0,0.0
2809,motor vehicle theft,duii,0.0,0.0
2810,homicide,motor vehicle theft,0.0,0.0
2811,curitiba,mexico city,0.0,0.0
2812,solomon islands,vietnam,0.0,0.0
2813,shay,cast,0.0,0.0
2814,hr jobs,media digital creative jobs,0.0,0.0
2815,lca,mmr,0.0,0.0
2816,mth2_0,npaw2_2,0.0,0.0
2817,510,961,0.0,0.0
2818,cc_hub,mlabeastafrica,0.0,0.0
2819,host,nan,0.0,0.0
2820,poland,latin america & caribbean (excluding high income),0.0,0.0
2821,15/10/2010,03/08/2012,0.0,0.0
2822,iv,ii,0.0,0.0
2823,"6,5",9,0.0,0.0
2824,djibouti/eritrea,pakistan/taliban,0.0,0.0
2825,st pierre & miquelon,bangladesh,0.0,0.0
2826,distillers & vintners,agricultural products,0.0,0.0
2827,y,a,0.0,0.0
2828,kaye,kay,1.0,1.0
2829,minnesota,mn,1.0,0.0
2830,marshall islands,mh,1.0,0.0
2831,jp,us,0.0,0.0
2832,soft coated wheaton terrier,soft coat wheaten terrier,1.0,1.0
2833,npishs_final_consumption_expenditure,changes_in_inventories,0.0,0.0
2834,cym;kwt,cym;egy;jey,0.0,0.0
2835,virginia,milwaukee county,0.0,0.0
2836,required contribution,pv of inactive vested benefits,0.0,0.0
2837,new zealand,kuwait,0.0,0.0
2838,preparer,preparer,1.0,1.0
2839,cuba,ireland,0.0,0.0
2840,iraq/united states of america,north korea/united states of america,0.0,1.0
2841,mt,montana,1.0,0.0
2842,white / gold,gold/white,1.0,0.0
2843,06/08/2010,09/09/2011,0.0,0.0
2844,540,941,0.0,0.0
2845,"retirement research foundation, usa","american film institute, usa",0.0,0.0
2846,oregon,california,0.0,0.0
2847,state,market value adjustment,0.0,0.0
2848,paraguay,uruguay,0.0,0.0
2849,algeria,bulgaria,0.0,0.0
2850,si,ki,0.0,0.0
2851,syc,lao,0.0,0.0
2852,pageon,serra gaúcha,0.0,0.0
2853,dc,ok,0.0,0.0
2854,napa-monterey-mendocino,napa county,0.0,0.0
2855,final consumption expenditure,general government final consumption expenditure,0.0,0.0
2856,austria,germany,0.0,0.0
2857,hayw,cols,0.0,0.0
2858,psychic,fairy,0.0,0.0
2859,00830-6120,00802-1760,0.0,0.0
2860,philippines,30,0.0,0.0
2861,central beaverton,roseway,0.0,0.0
2862,raleigh west,woodland park,0.0,0.0
2863,blenheim,blenheim,1.0,1.0
2864,advertising and pr services management consulting services business services - other,advertising and pr servicesmanagement consulting servicesbusiness services - other,1.0,1.0
2865,"7,28","2,31",0.0,0.0
2866,sign - erect,new construction wood frame,0.0,0.0
2867,mo,wi,0.0,0.0
2868,trombone choir,shakuhachi,0.0,0.0
2869,video,html,0.0,0.0
2870,cy,cp,0.0,0.0
2871,west midlands (region),west midlands,1.0,0.0
2872,district of columbia,florida,0.0,0.0
2873,massachusetts,pennsylvania,0.0,0.0
2874,690,w60,0.0,0.0
2875,equals_saving_net,gross_domestic_product,0.0,0.0
2876,individual_consumption_expenditure,gross_capital_formation,0.0,0.0
2877,dog (restricted breed),dog (declared menacing),0.0,0.0
2878,z11b,x16,0.0,0.0
2879,wyoming,wy,1.0,1.0
2880,swedish grand prix,canadian grand prix,0.0,0.0
2881,cok,hun,0.0,0.0
2882,central valley,southern oregon,0.0,0.0
2883,sardon de duero,cigales,0.0,0.0
2884,florida,fl,1.0,1.0
2885,cameroon,nigeria,0.0,0.0
2886,ssan,pitt,0.0,0.0
2887,elevator and moving stairway manufacturing,educational services,0.0,0.0
2888,junk faxes,cramming (unauthorized charges on your phone bill),0.0,0.0
2889,repositioning,prep,0.0,0.0
2890,us ambassador residence,us ambasador residence,1.0,1.0
2891,oklahoma,ok,1.0,1.0
2892,niger,democratic people's republic of korea,0.0,0.0
2893,b-trivial,i-multiple,0.0,0.0
2894,nga;usa,imn,0.0,0.0
2895,la,mn,0.0,0.0
2896,"assault, simple",larceny,0.0,0.0
2897,wi,wisconsin,1.0,1.0
2898,funfunfun fest 3 day pass,prohibited,0.0,0.0
2899,oh,ohio,1.0,0.0
2900,wi,sc,0.0,0.0
2901,co,sg,0.0,0.0
2902,nepal,ghana,0.0,0.0
2903,gross_fixed_capital_formation,imports_of_goods,0.0,0.0
2904,"assault, simple",trespass,0.0,0.0
2905,ne,hy,0.0,0.0
2906,motor vehicle theft,liquor laws,0.0,0.0
2907,chicago,chicago heights,0.0,0.0
2908,zmb,sle,0.0,0.0
2909,ir,ko,0.0,0.0
2910,"manufacturing, mining and quarrying and other industrial activities (b+c+d+e)",construction (f),0.0,0.0
2911,e_tca,e_d213,0.0,0.0
2912,alaska,puerto rico,0.0,0.0
2913,non-emergency,medium,0.0,0.0
2914,lkos - waluga,hayden island,0.0,0.0
2915,swaziland,qatar,0.0,0.0
2916,vegetarian,donuts,0.0,0.0
2917,e_single,e_202,0.0,0.0
2918,rand,rand,1.0,1.0
2919,bosnia & herzegovina,latvia,0.0,0.0
2920,viognier-valdiguié,nerello mascalese,0.0,0.0
2921,sr. staff attorney,senior partner,1.0,0.0
2922,trans fat / initial inspection,pre-permit (operational) / second compliance inspection,0.0,0.0
2923,mozambique,armenia/azerbaijan/russia/(nagorno-karabakh),0.0,0.0
2924,sylvan-highlnds,mt scott-arleta,0.0,0.0
2925,"6,4","5,7",0.0,0.0
2926,"equipment, industrial plants","equipment, medical",0.0,0.0
2927,palau,saint kitts and nevis,0.0,0.0
2928,german,irish,0.0,0.0
2929,012b,314,0.0,0.0
2930,"directors guild of america, usa","national board of review, usa",0.0,0.0
2931,wst,nio,0.0,0.0
2932,mendocino/lake counties,columbia valley,0.0,0.0
2933,wisconsin,virginia,0.0,0.0
2934,720,642,0.0,0.0
2935,category 2 pensioner,dog (declared dangerous),0.0,0.0
2936,materials,telecommunications services,0.0,0.0
2937,bn,eo,0.0,0.0
2938,alameda,piedmont,0.0,0.0
2939,sd,id,0.0,0.0
2940,building caretakers,administrative secretaries and related associate professionals,0.0,0.0
2941,rosado,paralleda,0.0,0.0
2942,indonesia/aceh,eritrea/sudan,0.0,0.0
2943,"5,32","5,23",0.0,0.0
2944,saint kitts and nevis,palau,0.0,0.0
2945,deu,grc,0.0,0.0
2946,wy,ln,0.0,0.0
2947,wa,tx,0.0,0.0
2948,end,layer 1 down,0.0,0.0
2949,thailand,montenegro,0.0,0.0
2950,attorney for petitioner,attorney for petitioner,1.0,1.0
2951,me,maine,1.0,0.0
2952,oregon,illinois,0.0,0.0
2953,"multiracial, non-hispanic",overall,0.0,0.0
2954,cym,nac,0.0,0.0
2955,d.5-d.7,b.1*g,0.0,0.0
2956,nv,nevada,1.0,0.0
2957,missouri,mo,1.0,0.0
2958,moselle luxembourgeoise,andalucia,0.0,0.0
2959,costume designer,viola d'amore,0.0,0.0
2960,mmr,lca,0.0,0.0
2961,nicaragua,bangladesh,0.0,0.0
2962,de,ok,0.0,0.0
2963,mo,id,0.0,0.0
2964,ca-dvbe ca-mb ca-sb ca-sbe cdvbe dbe mbe mosb sb sdvosb,ca-sbe cdvbe mbe mosb sb sbasdb sdvosb wbe wosb,0.0,1.0
2965,memorandum_item_fisim_if_distributed_to_uses,financial_intermediation_real_estate_renting_and_business_activities,0.0,0.0
2966,mill park,gresham - north central,0.0,0.0
2967,sh.anm.chld.zs,sh.anm.chld.zs,1.0,1.0
2968,120,680,0.0,0.0
2969,nm,me,0.0,0.0
2970,north coast,willamette valley,0.0,0.0
2971,splice_region_variant&coding_sequence_variant&intron_variant,splice_acceptor_variant,0.0,0.0
2972,malawi,timor-leste,0.0,0.0
2973,dachshund cross,dachshund cross,1.0,1.0
2974,guatemala,madagascar,0.0,0.0
2975,15,4,0.0,0.0
2976,black/tan/white,black & tan & white,1.0,0.0
2977,layer 1 up,layer 3 up,0.0,0.0
2978,sci-fi & fantasy,dancing,0.0,0.0
2979,a1050000002xxxt,a1050000006tnqi,0.0,0.0
2980,cathedral park,hillsdale,0.0,0.0
2981,bermuda;isle of man,germany;netherlands,0.0,0.0
2982,florida,fl,1.0,1.0
2983,mauritania,zimbabwe,0.0,0.0
2984,carnegie chamber music hall at carnegie hall,carnegie hall,1.0,1.0
2985,djibouti,luxembourg,0.0,0.0
2986,post horn,visuals,0.0,0.0
2987,sweden,finland,0.0,0.0
2988,burkina faso,costa rica,0.0,0.0
2989,copenhagen,vienna,0.0,0.0
2990,buckman-east,powelhst-gilbrt,0.0,0.0
2991,córdoba,portoviejo,0.0,0.0
2992,plus: taxes on products,"electricity, gas, steam and air conditioning supply",0.0,0.0
2993,orange & brown,brown/orange,1.0,1.0
2994,satellite,fiber,0.0,0.0
2995,new mexico,mississippi,0.0,0.0
2996,w12b,y06,0.0,0.0
2997,ky,wy,0.0,0.0
2998,none,biwa,0.0,0.0
2999,turkey,23,0.0,0.0
3000,educational services,advanced mfg,0.0,0.0
3001,outdoors & adventure,tech,0.0,0.0
3002,ida & ibrd total,ghana,0.0,0.0
3003,cuba,peru,0.0,0.0
3004,bhutan,morocco,0.0,0.0
3005,abu dhabi grand prix,australian grand prix,0.0,0.0
3006,kansas,wyoming,0.0,0.0
3007,r1w7,r1y5,0.0,0.0
3008,iraq,tonga,0.0,0.0
3009,"raleigh, nc","raleigh, nc 27607",1.0,1.0
3010,ukraine,dominican republic,0.0,0.0
3011,blenheim,blenheim,1.0,1.0
3012,us,il,0.0,0.0
3013,"partner, gibney, anthony & flaherty, llp","partner, gibney, anthony & flaherty llp",1.0,1.0
3014,steel,rock,0.0,0.0
3015,lyric theater,lyric theatre,1.0,1.0
3016,switzerland,35,0.0,0.0
3017,ri,rhode island,1.0,0.0
