,w1,w2,ground_truth,prediction
2453,west chicago,south san francisco,0.0,0.0
2454,turkey,austria,0.0,0.0
2455,mi,michigan,1.0,1.0
2456,arena amazonia,loftus versfeld stadium,0.0,0.0
2457,pizza,donuts,0.0,0.0
2458,abandoned calls,prerecorded voice,0.0,0.0
2459,gabon,cameroon,0.0,0.0
2460,r1y6,x13,0.0,0.0
2461,30,azerbaijan,0.0,0.0
2462,laurelhurst,gresham - northeast gresh,0.0,0.0
2463,agriculture_hunting_forestry_fishing_a_b,fishing_b,0.0,0.0
2464,gresham - hollybrook,st johns,0.0,0.0
2465,306,049d,0.0,0.0
2466,"1,9","5,14",0.0,0.0
2467,"director, intl student and scholar services","director, isss",1.0,1.0
2468,mex,sdn,0.0,0.0
2469,idaho,south carolina,0.0,0.0
2470,co,colorado,1.0,1.0
2471,stolen property,embezzlement,0.0,0.0
2472,tools and general machinery,financial and insurance services,0.0,0.0
2473,"manufacturing, mining and quarrying and other industrial activities",human health and social work activities,0.0,0.0
2474,southwestern,barbecue,0.0,0.0
2475,roussanne-viognier,petite sirah,0.0,0.0
2476,level dollar,level dollar open,0.0,1.0
2477,wl2,300,0.0,0.0
2478,man of the year,grand prize,0.0,0.0
2479,"arts, entertainment and recreation",plus: taxes less subsidies on products,0.0,0.0
2480,mendocino-amador,vin de pays des coteaux de murviel,0.0,0.0
2481,black/tan,black & tan,1.0,1.0
2482,alabama,al,1.0,1.0
2483,antigua and barbuda,australia,0.0,0.0
2484,hnd,cri,0.0,0.0
2485,new mexico,nm,1.0,0.0
2486,931,510,0.0,0.0
2487,yeongam county,clermont-ferrand,0.0,0.0
2488,ny,il,0.0,0.0
2489,philippines/rebolusyonaryong alyansang makabansa (sfp-you),georgia/russia/ossetia,0.0,0.0
2490,winter garden,winter garden atrium (at the wfc),1.0,1.0
2491,"cincinnati, oh","cincinnati, oh 45246",1.0,1.0
2492,cancer,older adults,0.0,0.0
2493,new jersey,kansas,0.0,0.0
2494,hawaii,oklahoma,0.0,0.0
2495,12,"12,17",0.0,1.0
2496,daly,mcar,0.0,0.0
2497,glen eira city council,moorabool shire council,0.0,0.0
2498,science & technology,science and technology,1.0,1.0
2499,bmu;vgb;chn,cri;imn,0.0,0.0
2500,49,72,0.0,0.0
2501,south sudan,trinidad and tobago,0.0,0.0
2502,yellow,orange,0.0,0.0
2503,syrah-malbec,rufete,0.0,0.0
2504,gross fixed capital formation (including acquisitions less disposals of valuables),household consumption expenditure (including non-profit institutions serving households),0.0,0.0
2505,malaysia,chile,0.0,0.0
2506,omn,bih,0.0,0.0
2507,04l,10f,0.0,0.0
2508,chicago heights,chicago ridge,0.0,0.0
2509,quito cabify executive,quito cabify lite,0.0,0.0
2510,uy,bt,0.0,0.0
2511,qat,jor,0.0,0.0
2512,al,ga,0.0,0.0
2513,prep,layer 1 down,0.0,0.0
2514,forest park,grant park,0.0,0.0
2515,trento,falanghina del beneventano,0.0,0.0
2516,buckman-west,hayden island,0.0,0.0
2517,wellington,martinborough,0.0,0.0
2518,homeland security,aerospace,0.0,0.0
2519,n,a,0.0,0.0
2520,illinois,wisconsin,0.0,0.0
2521,sunderland,s burlingame,0.0,0.0
2522,"21,23","7,8",0.0,0.0
2523,crstn-kenilwth,gresham - hollybrook,0.0,0.0
2524,478,327,0.0,0.0
2525,south asia,east asia and pacific,0.0,0.0
2526,costa rica,new zealand,0.0,0.0
2527,sp.dyn.conu.zs,sp.dyn.conu.zs,1.0,1.0
2528,kentucky,ky,1.0,1.0
2529,minnesota,massachusetts,0.0,0.0
2530,22b,06b,0.0,0.0
2531,arizona,new york,0.0,0.0
2532,high school,master's,0.0,0.0
2533,alley bulk removal,cap brush,0.0,0.0
2534,zmb,civ,0.0,0.0
2535,peru,middle income,0.0,0.0
2536,hayw,shay,0.0,0.0
2537,yemen,ireland,0.0,0.0
2538,"water supply; sewerage, waste management and remediation activities",information and communication,0.0,0.0
2539,local_02,local_10,0.0,0.0
2540,georgia,liberia,0.0,0.0
2541,special project yt,cap storm bu,0.0,0.0
2542,estonia,rwanda,0.0,0.0
2543,q23framevuedotjs,q25langclojure,0.0,0.0
2544,qatar,myanmar,0.0,0.0
2545,imports of goods and services,exports of goods and services,0.0,1.0
2546,maribyrnong city council,frankston city council,0.0,0.0
2547,r1z6,x16b,0.0,0.0
2548,administrative and support service activities,less: subsidies on products,0.0,0.0
2549,accounting and auditing servicesbusiness services - otherfinancial services,accounting and auditing services business services - other financial services,1.0,1.0
2550,610,922,0.0,0.0
2551,pizza/pepperoni,nginx (openbsd),0.0,0.0
2552,941,20,0.0,0.0
2553,ecu,ecu,1.0,1.0
2554,np,sv,0.0,0.0
2555,gresham - hollybrook,kenton,0.0,0.0
2556,ringwood,brooklyn,0.0,0.0
2557,food,well digging,0.0,0.0
2558,trinidad and tobago,mozambique,0.0,0.0
2559,luigi ferraris,waldstadion,0.0,0.0
2560,"computer occupations, all other*","computer occupations, all other",1.0,1.0
2561,asl,asl-sign-languages,1.0,1.0
2562,new mexico,utah,0.0,0.0
2563,a10500000081mw8,a1050000005zfps,0.0,0.0
2564,agriculture_hunting_forestry_fishing_isic_a_b,other_activities_isic_j_p,0.0,0.0
2565,09717-6790,00823-5994,0.0,0.0
2566,gef medium sized program,guarantees,0.0,0.0
2567,madison south,centennial,0.0,0.0
2568,new hampshire,nh,1.0,0.0
2569,ln,ct,0.0,0.0
2570,electricity_gas_and_water_supply_e,construction_f,0.0,0.0
2571,white/caramel,caramel/white,1.0,1.0
2572,lao people's democratic republic,republic of moldova,0.0,0.0
2573,texas,minnesota,0.0,0.0
2574,or,al,0.0,0.0
2575,new mexico,montana,0.0,0.0
2576,central otago-marlborough,central otago,1.0,1.0
2577,aud,usd,0.0,0.0
2578,collins view,overlook,0.0,0.0
2579,mauritania,spain,0.0,0.0
2580,eur,hnl,0.0,0.0
2581,phylum,genus,0.0,0.0
2582,all other financial investment activities,industrial process furnace and oven manufacturing,0.0,0.0
2583,flugelhorn,bass clarinet/tenor saxophone,0.0,0.0
2584,lake,sbrn,0.0,0.0
2585,crafts,craft classes,1.0,1.0
2586,a1050000002yzz6,a1050000007qxbh,0.0,0.0
2587,tenderloin,lone mountain/usf,0.0,0.0
2588,gefsec recipent executed,technical assistance (non-lending),0.0,0.0
2589,puerto rico,"macedonia, fyr",0.0,0.0
2590,thailand,senegal,0.0,0.0
2591,lebanon,macedonia,0.0,0.0
2592,711,982,0.0,0.0
2593,visitacion valley,mclaren park,0.0,0.0
2594,w portland park,gresham - southwest gresh,0.0,0.0
2595,890,741,0.0,0.0
2596,consumer discretionary,real estate,0.0,0.0
2597,france,nepal,0.0,0.0
2598,forestry_logging_and_related_service_activities,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,0.0,0.0
2599,frparoth,extsub,0.0,0.0
2600,i-systematic,b-trivial,0.0,0.0
2601,total_value_added,agriculture_hunting_forestry_fishing_isic_a_b,0.0,0.0
2602,ne,nebraska,1.0,1.0
2603,tanzania,dominican republic,0.0,0.0
2604,repositioning,layer 1 down,0.0,0.0
2605,contralto,chorus,0.0,0.0
2606,iraq/united states of america,guatemala,0.0,0.0
2607,cameroon,burkina faso,0.0,0.0
2608,cuba,bulgaria,0.0,0.0
2609,rhodesian,malaysian,0.0,0.0
2610,china,croatia,0.0,0.0
2611,street cleaning-blvd,street cleaning-schools,0.0,0.0
2612,160,895,0.0,0.0
2613,altesse,ojaleshi,0.0,0.0
2614,italian,american,0.0,0.0
2615,som,tha,0.0,0.0
2616,piedmont,reed,0.0,0.0
2617,mississippi,illinois,0.0,0.0
2618,phone,request for dispute assistance,0.0,0.0
2619,coteaux du layon beaulieu,vermentino di sardegna,0.0,0.0
2620,alentejo,alenteo,1.0,1.0
2621,powl,civc,0.0,0.0
2622,contracts with local governments,joint power agreement,0.0,0.0
2623,q28lovehaskell,q25langperl,0.0,0.0
2624,fcs,and,0.0,0.0
2625,mpcuo,202,0.0,0.0
2626,obrien,o'brien,1.0,1.0
2627,"recreation, culture and religion",education,0.0,0.0
2628,"includes professional, scientific and technical activities (m).",discrepancy with equivalent item in table 1.2 (gross domestic product by expenditures at constant prices).,0.0,0.0
2629,oman,sweden,0.0,0.0
2630,maremma sheep dog x,maremma sheepdog x,1.0,1.0
2631,"piano, four hands",stage manager,0.0,0.0
2632,ri,rhode island,1.0,0.0
2633,clarinet,assistant director,0.0,0.0
2634,palau,italy,0.0,0.0
2635,ashb,embr,0.0,0.0
2636,gabon,american samoa,0.0,0.0
2637,bz,mg,0.0,0.0
2638,bra,gtm,0.0,0.0
2639,651,711,0.0,0.0
2640,4a,ml,0.0,0.0
2641,"expenditure survey/budget survey (es/bs), 2010/11","integrated household survey (ihs), 2013/14",0.0,0.0
2642,"paralegal, llm, llmc","paralegal, llm, llmc",1.0,1.0
2643,healthcare servicesstaffing/employment agenciescomputer/it services,healthcare services staffing/employment agencies computer/it services,1.0,1.0
2644,sd,south dakota,1.0,0.0
2645,republic of congo,ethiopia,0.0,0.0
2646,vermont,pennsylvania,0.0,0.0
2647,bg,sd,0.0,0.0
2648,securities lending apprec.,other employee contributions,0.0,0.0
2649,swiss grand prix,monaco grand prix,0.0,0.0
2650,gresham - wilkes east,lkos - bryant,0.0,0.0
2651,public_administration_and_defence_compulsory_social_security,financial_and_insurance_activities,0.0,0.0
2652,rock,dark,0.0,0.0
2653,croatia,chile,0.0,0.0
2654,st. vincent and the grenadines,sub-saharan africa (excluding high income),0.0,0.0
2655,lb,tz,0.0,0.0
2656,western calendar year,fiscal year beginning 1 april,0.0,0.0
2657,"includes arts, entertainment and recreation (r); other service activities (s) of isic rev. 4.",footnote,0.0,0.0
2658,zorkas-entrepreneur-success,sf-free-school,0.0,0.0
2659,800,116,0.0,0.0
2660,grindstonexl,88mph_africa,0.0,0.0
2661,ratio,percent,0.0,0.0
2662,ok,wy,0.0,0.0
2663,cagliari,saitama,0.0,0.0
2664,curaçao,uruguay,0.0,0.0
2665,chronic kidney disease,arthritis,0.0,0.0
2666,computer hardware,internet software & services,0.0,0.0
2667,homestead,woodstock,0.0,0.0
2668,lilangeni,lilangeni,1.0,1.0
2669,university armory,university armory hall,1.0,1.0
2670,education,housing_and_community_amenities,0.0,0.0
2671,less_imports_of_goods_and_services,final_consumption_expenditure,0.0,0.0
2672,normal,ice,0.0,0.0
2673,nicaragua,zimbabwe,0.0,0.0
2674,iowa,new mexico,0.0,0.0
2675,serbia,ukraine,0.0,0.0
2676,kentucky,georgia,0.0,0.0
2677,malaga,phokeng,0.0,0.0
2678,palace of arts (bela bartók national concert hall),palace of arts  (bela bartók national concert hall),1.0,1.0
2679,suona,movement director,0.0,0.0
2680,hk,ca,0.0,0.0
2681,vi,aa,0.0,0.0
2682,biotechnology/pharmaceuticalsmanufacturing - other,biotechnology/pharmaceuticalsmanufacturing - otherother/not classified,1.0,1.0
2683,monthly,bullet,0.0,0.0
2684,buckman-east,lkos - evergreen,0.0,0.0
2685,ground,flying,0.0,0.0
2686,nonformal education teaching professionals other than technical and vocational trainors/instructors,cashiers and ticket clerks,0.0,0.0
2687,poland,bolivia,0.0,0.0
2688,"4,4","5,9",0.0,0.0
2689,peru,thailand,0.0,0.0
2690,rhode island,ri,1.0,0.0
2691,rape,weapons,0.0,0.0
2692,level 1 developer (junior),founder / ceo / cto,0.0,0.0
2693,5,17,0.0,0.0
2694,co,colorado,1.0,1.0
2695,a1050000006tnqi,a1050000000wves,0.0,0.0
2696,mw,6r,0.0,0.0
2697,east asia & pacific (excluding high income),turkey,0.0,0.0
2698,netherlands,palestinian territories,0.0,0.0
2699,p.5,b.9,0.0,0.0
2700,safety studies,"pharmaceuticals, medical products",0.0,0.0
2701,idn,jor,0.0,0.0
2702,arson,gambling,0.0,0.0
2703,utah,alabama,0.0,0.0
2704,benin,ethiopia,0.0,0.0
2705,cream,black,0.0,0.0
2706,new jersey,maryland,0.0,0.0
2707,hal,shell,0.0,0.0
2708,vanuatu,tuvalu,0.0,0.0
2709,wellness,well being,1.0,0.0
2710,kansas,district of columbia,0.0,0.0
2711,nas,har,0.0,0.0
2712,litter control,recycling - single stream,0.0,0.0
2713,illinois,arkansas,0.0,0.0
2714,e,eg,0.0,0.0
2715,cali uber,méxico df ubersuv,0.0,0.0
2716,ok,id,0.0,0.0
2717,public_administration_and_defence_education_human_health_and_social_work_activities,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities,0.0,0.0
2718,arson,trespass,0.0,0.0
2719,dz,fo,0.0,0.0
2720,mo,missouri,1.0,0.0
2721,ghana,mauritania,0.0,0.0
2722,equals_general_government_final_consumption_expenditure,environment_protection,0.0,0.0
2723,313,533,0.0,0.0
2724,bldg 3,d,0.0,0.0
2725,kentucky,los angeles county,0.0,0.0
2726,oscar,golden eddie filmmaker of the year award,0.0,0.0
2727,including government services,"social and personal services"".",0.0,0.0
2728,executive director- agent,executive director (agent),1.0,1.0
2729,art,old,0.0,0.0
2730,00804-0608,96928-0800,0.0,0.0
2731,kosovo,yemen,0.0,0.0
2732,hayden island,forest park,0.0,0.0
2733,the former yugoslav republic of macedonia,mexico,0.0,0.0
2734,management counsel,management counsel,1.0,1.0
2735,intermission,intermission-third,0.0,1.0
2736,wholesale and retail trade; repair of motor vehicles and motorcycles (g),other service activities (s),0.0,0.0
2737,wisconsin,florida,0.0,0.0
2738,kennedy center honors,showest award,0.0,0.0
2739,djibouti,europe and central asia,0.0,0.0
2740,metals,others,0.0,0.0
2741,71,968,0.0,0.0
2742,00801-1677,96799-1510,0.0,0.0
2743,ncon,phil,0.0,0.0
2744,560,hp1,0.0,0.0
2745,pl,af,0.0,0.0
2746,subvention contracts with private/non-profit entity/agency,prison industry authority (pia),0.0,0.0
2747,blue & silver,blue and silver,1.0,1.0
2748,orh4_1,dia2_2,0.0,0.0
2749,i-identifier,b-formula,0.0,0.0
2750,r2y3,r3z2,0.0,0.0
2751,steel,bug,0.0,0.0
2752,id,idaho,1.0,1.0
2753,washington other,southern oregon,0.0,0.0
2754,apache/2.2.31 (unix) mod_ssl/2.2.31 openssl/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 perl/v5.10.1,nginx/1.10.1,0.0,0.0
2755,pug cross,pug cross,1.0,1.0
2756,milwaukee,indiana,0.0,0.0
2757,staff officers,production supervisors and general foremen,0.0,0.0
2758,iran (islamic republic of),bhutan,0.0,0.0
2759,viura,roter veltliner,0.0,0.0
2760,zm,bz,0.0,0.0
2761,party supplies,consumer goods,0.0,0.0
2762,boise,gresham - centennial east,0.0,0.0
2763,or,oregon,1.0,1.0
2764,la,louisiana,1.0,0.0
2765,poland,saint kitts and nevis,0.0,0.0
2766,black & tan,black/tan,1.0,1.0
2767,monaco,japan,0.0,0.0
2768,javanese,himalayan,0.0,0.0
2769,"14,68","6,40",0.0,0.0
2770,120,530,0.0,0.0
2771,germany fr,soviet union,0.0,0.0
2772,layer 2 down,layer 1 up,0.0,0.0
2773,elevator maintenance,contracting for students,0.0,0.0
2774,590,pdx,0.0,0.0
2775,ireland,ecuador,0.0,0.0
2776,computer hardware computer software computer/it services,computer hardwarecomputer softwarecomputer/it services,1.0,1.0
2777,crémant de bordeaux,corse,0.0,0.0
2778,forint,forint,1.0,1.0
2779,"falls church, va","falls church, va 22042",1.0,1.0
2780,mt,id,0.0,0.0
2781,"esq., attorney at law","esq., attorney-at-law",1.0,1.0
2782,l02,i08,0.0,0.0
2783,treasure island,outer mission,0.0,0.0
2784,paraguay,mali,0.0,0.0
2785,worked for private establishment,worked with pay in own family-operated farm or business,0.0,0.0
2786,ghana,ecuador,0.0,0.0
2787,rich,powl,0.0,0.0
2788,filling/service stn,sound studio,0.0,0.0
2789,"integrated household survey (ihs), 2014","integrated household survey (ihs), 1998",0.0,0.0
2790,hti,arm,0.0,0.0
2791,dominican republic,united states,0.0,0.0
2792,iraq,luxembourg,0.0,0.0
2793,gresham - hollybrook,rose city park,0.0,0.0
2794,falanghina del beneventano,trento,0.0,0.0
2795,eg,e,0.0,0.0
2796,ashcreek,madison south,0.0,0.0
2797,coliseum theater,coliseum theatre,1.0,1.0
2798,final consumption expenditure,general government final consumption expenditure,0.0,0.0
2799,emergency,accessibility,0.0,0.0
2800,ni,bg,0.0,0.0
2801,"warehouse, furniture",automobile sales,0.0,0.0
2802,v,i,0.0,0.0
2803,western balkans,central asia,0.0,0.0
2804,zw,cg,0.0,0.0
2805,ireland,burkina faso,0.0,0.0
2806,ghana,mexico,0.0,0.0
2807,r3w2,r1w5,0.0,0.0
2808,881,w40,0.0,0.0
2809,acquisitions_less_disposals_of_valuables,exports_of_goods,0.0,0.0
2810,netherlands,ghana,0.0,0.0
2811,barbecue,southwestern,0.0,0.0
2812,mississippi,wisconsin,0.0,0.0
2813,the former yugoslav republic of macedonia,united kingdom,0.0,0.0
2814,malawi,tajikistan,0.0,0.0
2815,runaway,forgery,0.0,0.0
2816,complete,withdrawn,0.0,0.0
2817,18d,15f,0.0,0.0
2818,29/06/2012,17/09/2010,0.0,0.0
2819,schnauzer (miniature),schnauzer - miniature,1.0,1.0
2820,951,911,0.0,0.0
2821,latvia,luxembourg,0.0,0.0
2822,georgia,texas,0.0,0.0
2823,cd,pp,0.0,0.0
2824,sudan,dominican republic,0.0,0.0
2825,zaf;gbr,ind,0.0,0.0
2826,moldova,central african republic,0.0,0.0
2827,in house counsel for employer,in house counsel,1.0,1.0
2828,nc,north carolina,1.0,0.0
2829,mexico,canada,0.0,0.0
2830,irvington,bridlemile,0.0,0.0
2831,wise county,sebastian county,0.0,0.0
2832,"partner, garganigo, goldsmith & wess","partner, garganigo, goldsmith & weiss",1.0,1.0
2833,essex county,peach county,0.0,0.0
2834,intermission,intermission-third,0.0,1.0
2835,dq,pts,0.0,0.0
2836,mt scott-arleta,gresham - powell valley,0.0,0.0
2837,sandwiches/salads/mixed buffet,creole,0.0,0.0
2838,re,re,1.0,1.0
2839,dublin,vienna,0.0,0.0
2840,ben,idx,0.0,0.0
2841,china,belize,0.0,0.0
2842,q28lovephp,q26framelearnpadrino2,0.0,0.0
2843,luxembourg,monaco,0.0,0.0
2844,spain,hungary,0.0,0.0
2845,uruguay,england,0.0,0.0
2846,less_taxes_less_subsidies_on_production_and_imports_to_the_rest_of_the_world,plus_compensation_of_employees_from_the_rest_of_the_world,0.0,0.0
2847,z12,z04,0.0,0.0
2848,munchkin shorthair,cornish rex,0.0,0.0
2849,"including government services and ngos.""","social and personal service activities"". """,0.0,0.0
2850,861,625,0.0,0.0
2851,730,822,0.0,0.0
2852,frcons,premix,0.0,0.0
2853,gresham - downtown,linnton,0.0,0.0
2854,south africa,argentina,0.0,0.0
2855,united nations/(bougainville),solomon islands,0.0,0.0
2856,japan,spain,0.0,0.0
2857,training services,policy and strategy,0.0,0.0
2858,other_service_activities_s,accommodation_and_food_service_activities_i,0.0,0.0
2859,t24t25,pl,0.0,0.0
2860,design services,administrative services,0.0,0.0
2861,sudan,israel,0.0,0.0
2862,exports of goods and services,gross capital formation,0.0,0.0
2863,frmt,woak,0.0,0.0
2864,lowchen,lowchen,1.0,1.0
2865,robbery,disorderly conduct,0.0,0.0
2866,renton,tullahoma,0.0,0.0
2867,final_consumption_expenditure,gross_capital_formation,0.0,0.0
2868,democratic republic of the congo,republic of korea,0.0,0.0
2869,uganda,united arab emirates,0.0,0.0
2870,plus_other_functions,defence,0.0,0.0
2871,specimen,catch record,0.0,0.0
2872,members,public,0.0,0.0
2873,north america,sub-saharan africa,0.0,0.0
2874,biscuit & white,biscuit/white,1.0,1.0
2875,mean,avgannnmbr,0.0,0.0
2876,iraq,ethiopia,0.0,0.0
2877,"crop and animal production, hunting and related service activities",construction,0.0,0.0
2878,connecticut,ct,1.0,1.0
2879,sst,nga,0.0,0.0
2880,"micronesia, fed.sts.","serbia, republic of",0.0,0.0
2881,individual consumption expenditure,exports of goods and services,0.0,0.0
2882,vandalism,embezzlement,0.0,0.0
2883,gresham - hollybrook,parkrose hgts,0.0,0.0
2884,"electricity, gas and water supply",plus: taxes less subsidies on products,0.0,0.0
2885,bulgaria,africa,0.0,0.0
2886,euro,euro,1.0,1.0
2887,china,algeria,0.0,0.0
2888,up frt bld,residl 3/f,0.0,0.0
2889,euro,euro,1.0,1.0
2890,repositioning,layer 1 down,0.0,0.0
2891,annual membership (greenbike),annual (madison b-cycle),0.0,0.0
2892,kidnap,sex offenses,0.0,0.0
2893,ap,pw,0.0,0.0
2894,ivory coast,equatorial guinea,0.0,0.0
2895,water_supply_sewerage_waste_management_and_remediation_activities,arts_entertainment_and_recreation,0.0,0.0
2896,"8,9,10","20,21",0.0,0.0
2897,curtain and drapery mills,beauty salons,0.0,0.0
2898,a1050000006hp5l,a1050000000wf0w,0.0,0.0
2899,jam,lva,0.0,0.0
2900,mt,in,0.0,0.0
2901,de,pr,0.0,0.0
2902,flying,bug,0.0,0.0
2903,ashcreek,maplewood,0.0,0.0
2904,"4,6",4,0.0,0.0
2905,bzd,ils,0.0,0.0
2906,dia13_1,ovc1_1,0.0,0.0
2907,layer 1 up,layer 1 down,0.0,0.0
2908,japanese,new zealander,0.0,0.0
2909,marlborough,martinborough,1.0,1.0
2910,bolivia,afghanistan,0.0,0.0
2911,gresham - wilkes east,mt tabor,0.0,0.0
2912,trading companies & distributors,alternative carriers,0.0,0.0
2913,maryland,md,1.0,0.0
2914,san paolo,el molinon,0.0,0.0
2915,"law offices of prashanthi reddy, pllc","law offices of prashanthi reddy, pllc",1.0,1.0
2916,520,362,0.0,0.0
2917,restroom,activity center,0.0,0.0
2918,elqui valley,galilee,0.0,0.0
2919,ic.frm.durs,ic.frm.crim.zs,0.0,0.0
2920,peru,tunisia,0.0,0.0
2921,"1,17",80,0.0,0.0
2922,switzerland,singapore,0.0,0.0
2923,stag hound,staghound,1.0,1.0
2924,vandalism,trespass,0.0,0.0
2925,less: subsidies on products,wholesale and retail trade; repair of motor vehicles and motorcycles,0.0,0.0
2926,t99,t104qe,0.0,0.0
2927,ovc,mth,0.0,0.0
2928,w31,hp3,0.0,0.0
2929,schnauzer (giant),schnauzer giant,1.0,1.0
2930,liquor laws,embezzlement,0.0,0.0
2931,bass clarinet/tenor saxophone,flute,0.0,0.0
2932,equals_net_lending_net_borrowing_of_the_nation,less_current_transfers_to_the_rest_of_the_world,0.0,0.0
2933,houston,tijuana uberx,0.0,0.0
2934,pan,npl,0.0,0.0
2935,less_consumption_of_fixed_capital,less_gross_capital_formation,0.0,0.0
2936,oporto,krakow,0.0,0.0
2937,state of palestine,iceland,0.0,0.0
2938,papua new guinea,cayman islands,0.0,0.0
2939,netherlands,spain,0.0,0.0
2940,florida,kentucky,0.0,0.0
2941,esq. / attorney,esq./attorney,1.0,1.0
2942,other,none,0.0,0.0
2943,brown/tan,tan & brown,1.0,1.0
2944,e columbia,downtown,0.0,0.0
2945,"new york, ny","new york, ny 10012",1.0,1.0
2946,youtubefrontend,ats/5.3.0,0.0,0.0
2947,cream/brown,cream & brown,1.0,1.0
2948,bosnia and herzegovina,canada,0.0,0.0
2949,sh.anm.chld.zs,sh.anm.chld.zs,1.0,1.0
2950,wcrk,orin,0.0,0.0
2951,social_protection,health,0.0,0.0
2952,vt,wy,0.0,0.0
2953,wy,wa,0.0,0.0
2954,pr,puerto rico,1.0,0.0
2955,united states grand prix,spanish grand prix,0.0,0.0
2956,chairman/ attorney,chairman (attorney),1.0,1.0
2957,louisiana,missouri,0.0,0.0
2958,côtes du jura,frankland river,0.0,0.0
2959,us ambasador residence,us ambassador residence,1.0,1.0
2960,sector studies,"services, operational admin.",0.0,0.0
2961,burglary,rape,0.0,0.0
2962,attorney & general counsel,attorney &general counsel,1.0,1.0
2963,neutered male kitten,spayed female cat,0.0,0.0
2964,zoomoo,electric 6-string bass guitar,0.0,0.0
2965,croatia,greenland,0.0,0.0
2966,romania,madagascar,0.0,0.0
2967,preliminary,estimate,0.0,0.0
2968,chihuahua cross,chihuahua cross,1.0,1.0
2969,russia/chechnya,papua new guinea/bougainville,0.0,0.0
2970,croatia,china,0.0,0.0
2971,south asia,east asia & pacific,0.0,0.0
2972,blue/white,white/blue,1.0,1.0
2973,mt,or,0.0,0.0
2974,fantasporto,aacta international awards,0.0,0.0
2975,education,plus_statistical_discrepancy,0.0,0.0
2976,ic.frm.isoc.zs,ic.frm.bnks.zs,0.0,0.0
2977,kazakhstan,philippines,0.0,0.0
2978,water_supply_sewerage_waste_management_and_remediation_activities_e,fishing_and_aquaculture_03,0.0,0.0
2979,"business operations specialists, all other","business operations specialists, all other*",1.0,1.0
2980,pennsylvania,vermont,0.0,0.0
2981,environmental services,department stores,0.0,0.0
2982,annual membership,membership: pay once  one-year commitment,0.0,0.0
2983,mwk,vuv,0.0,0.0
2984,membership: pay once  one-year commitment,annual membership,0.0,0.0
2985,principal,principal,1.0,1.0
2986,14,22,0.0,0.0
2987,cm,cl14,0.0,0.0
2988,northern metropolitan,northern victoria,0.0,0.0
2989,"8,1","5,3",0.0,0.0
2990,ma,massachusetts,1.0,1.0
2991,oregon other,washington other,0.0,0.0
2992,it,finance,0.0,0.0
2993,nauru,new zealand,0.0,0.0
2994,texas,tx,1.0,0.0
2995,iowa,kansas,0.0,0.0
2996,iii,ii,0.0,0.0
2997,yem,imn,0.0,0.0
2998,"attorney, law office of serafina sands","attorney, law offce of serafina sands",1.0,1.0
2999,"3,3","6,9",0.0,0.0
3000,quito cabify lite,quito cabify executive,0.0,0.0
3001,"american cinema editors, usa",gold derby awards,0.0,0.0
3002,cully,humboldt,0.0,0.0
3003,af,pl,0.0,0.0
3004,russia,latvia,0.0,0.0
3005,utah,new mexico,0.0,0.0
3006,peru,morocco,0.0,0.0
3007,union trans./prof. services,union trans./prof. services,1.0,1.0
3008,niger,south sudan,0.0,0.0
3009,29,3,0.0,0.0
3010,"16,26","5,6",0.0,0.0
3011,cuernavaca uberx,bogotá uberangel,0.0,0.0
3012,black or african american,native hawaiian or other pacific islander,0.0,0.0
3013,comml 1,resid'l,0.0,0.0
3014,23,guatemala,0.0,0.0
3015,inx,mdv,0.0,0.0
3016,spain,new zealand,0.0,0.0
3017,principal & managing attorney,principal and managing attorney,1.0,1.0
3018,md,il,0.0,0.0
3019,malawi,bulgaria,0.0,0.0
3020,plus_taxes_less_subsidies_on_products,other_service_activities,0.0,0.0
3021,france,bosnia and herzegovina,0.0,0.0
3022,viura-verdejo,port,0.0,0.0
3023,special counsel,special counsel,1.0,1.0
3024,uzbekistan,poland,0.0,0.0
3025,850,352,0.0,0.0
3026,saint vincent and the grenadines,israel,0.0,0.0
3027,croatia,vatican city,0.0,0.0
3028,govtname,coststructure,0.0,0.0
3029,fort mill,yogyakarta,0.0,0.0
3030,ben lomond mountain,idaho,0.0,0.0
3031,zambia,myanmar (burma),0.0,0.0
3032,san francisco,minneapolis,0.0,0.0
3033,turkey,belgium,0.0,0.0
3034,"veterans affairs, department of","coastal commission, california",0.0,0.0
3035,il,gh,0.0,0.0
3036,wcrk,mcar,0.0,0.0
3037,ks,kansas,1.0,0.0
3038,z09,w14,0.0,0.0
3039,hollywood,markham,0.0,0.0
3040,massachusetts,kentucky,0.0,0.0
3041,trujillo alto,trujillo altl,1.0,0.0
3042,sierra leone,uganda,0.0,0.0
3043,layer 1 up,layer 2 down,0.0,0.0
3044,public,members,0.0,0.0
3045,colombia,cuba,0.0,0.0
3046,iq.wef.port.xq,ic.frm.trng.zs,0.0,0.0
3047,so,mw,0.0,0.0
3048,overlook,collins view,0.0,0.0
3049,roofers,government tax and excise officials,0.0,0.0
3050,00902-1227,00631-0004,0.0,0.0
3051,united arab emirates,romania,0.0,0.0
3052,vibraphone,zither,0.0,0.0
3053,"northbrook, il 60062","northbrook, il",1.0,1.0
